ID,_Stage,_MapGroup,_Time,_Color ID,_Block,_Message
1,99,0,300,10,1,[小幫手]請注意！時間制道具從在商店中購買的瞬間就會開始消耗時間。
2,99,0,300,10,1,[小幫手]人氣商品是大家最常選擇的道具。
3,99,0,300,10,1,[內容]點擊「禮包」按鈕，可用較便宜的價格購買道具組合。
4,99,0,300,10,1,[內容]透過艾利亞斯都市精品商店NPC「寶妮」，以髮型、眼部、膚色優惠券傳換角色風格。
5,99,0,300,10,1,[小幫手]金幣商店背包只能保管部分購買道具。
6,99,0,300,10,1,[小幫手]在金幣商店購買道具時，試著使用「送禮」功能贈送金幣商店道具給朋友吧。
7,99,0,300,10,1,[內容]金幣商店有販售部分寵物。
8,4294967295,4294967295,180,10,1,[公告]長時間玩遊戲對身體健康有害。建議適度休息後再進行遊戲。
9,4294967295,4294967295,180,10,1,[廣告活動]GM角色隨時都穿著GM專用服裝。請注意冒充行為。
10,4294967295,4294967295,180,10,1,[廣告活動]可使用OTP保護個人資料。
11,4294967295,4294967295,180,10,1,[廣告活動]可透過FAQ項目中的回報問題進行1：1郵件諮詢。
12,4294967295,4294967295,180,10,1,[廣告活動]可透過官網的IP認證和管理保護您的帳號。
13,4294967295,4294967295,180,10,1,[廣告活動]交易時請務必確認對方的暱稱是否與聊天視窗暱稱一致。
14,4294967295,4294967295,180,10,1,[廣告活動]發現錯誤時，請立即透過官網1：1客服回報問題。
15,4294967295,4294967295,180,10,1,[廣告活動]常說好話能讓心情變得愉悅。
16,4294967295,4294967295,180,10,1,[廣告活動]相互理解和禮讓能打造和睦的彩虹島物語。
17,4294967295,4294967295,180,10,1,[廣告活動]讓我們一起創造健全的遊戲文化。
18,4294967295,4294967295,180,10,1,[廣告活動]參加活動時，請務必確認活動頁面上顯示的注意事項。
19,4294967295,4294967295,180,10,1,[廣告活動]彩虹島物語的玩家們不會說髒話和做出不禮貌的行為。
20,4294967295,4294967295,180,10,1,[廣告活動]彩虹島物語的玩家們不會將帳號和密碼告訴其他人。
21,4294967295,4294967295,180,10,1,[廣告活動]請注意！以現金和各種商品禮券交易時將會受到處罰。
22,4294967295,4294967295,180,10,1,[廣告活動]請至官網查看不禮貌行為的規範。
23,4294967295,4294967295,180,10,1,[廣告活動]請確認官網公告事項，上面有重要的資訊。
24,4294967295,4294967295,180,10,1,[廣告活動]最近有許多創建相似角色名稱後，以進行強化代替領取道具的詐騙行為，請各位用戶多加注意。
25,4294967295,4294967295,180,10,1,[廣告活動]透過彩虹島所有玩家都可聽到的伺服器麥克風爆粗口、謾罵、開黃腔或毀謗他人時，將根據營運政策受到處罰。
26,4294967295,4294967295,180,10,1,[廣告活動]破壞或分解道具時，請務必再次確認。
27,4294967295,4294967295,180,10,1,[廣告活動]現金交易會破壞遊戲規則，一旦被發現將限制遊戲使用。
28,4294967295,4294967295,180,10,1,[內容] 每個帳號僅可進入金幣副本1次，請注意。
29,4294967295,4294967295,180,10,1,[內容] 請以永久購買自由收藏想要的外型。
30,4294967295,4294967295,180,10,1,[內容]180等級開始可學習傳奇技能。
31,4294967295,4294967295,180,10,1,[內容]可使用「寵物永久制交換工具」兌換永久制寵物。
32,4294967295,4294967295,180,10,1,[內容]可運用倉庫背包的時尚倉庫方便地管理服裝。
33,4294967295,4294967295,180,10,1,[內容]可在金幣商店和向「貝羅斯」NPC「洛汗」購買技能頁面擴充書。
34,4294967295,4294967295,180,10,1,[內容]可透過導覽手冊確認各等級的養成區域、道具資訊及變強的方法等各種內容。
35,4294967295,4294967295,180,10,1,[內容]覺醒、傳奇技能會根據使用次數自動提升技能等級。
36,4294967295,4294967295,180,10,1,[內容]金幣商店的商品已更新。請透過金幣商店確認。
37,4294967295,4294967295,180,10,1,[內容]達成235等級時，可進行超人之書解除封印任務。完成任務後借助強大的超人之力吧。
38,4294967295,4294967295,180,10,1,[內容]道具鑲嵌達最高等級時，需選擇鑲嵌屬性再次進行鑲嵌。
39,4294967295,4294967295,180,10,1,[內容]突變怪物出現在特定區域。請消滅該怪物並將獲得的戰利品與都市內的阿思瑪兌換稱號。
40,4294967295,4294967295,180,10,1,[內容]每天晚上6點及9點會進行彩虹島猜謎。請透過猜謎獎勵向兔女郎兌換特殊道具。
41,4294967295,4294967295,180,10,1,[內容]伺服器內的角色將套用相同的「裝扮」系統。
42,4294967295,4294967295,180,10,1,[內容]使用收集稱號變得更強吧。
43,4294967295,4294967295,180,10,1,[內容]若不再需要凝聚舞扇忍者氣息的圖騰碎片，請去貝羅斯找洛汗。
44,4294967295,4294967295,180,10,1,[內容]如果不知道哪些地方符合自身等級，請打開導覽手冊確認各區域的等級吧。
45,4294967295,4294967295,180,10,1,[內容]已改善經常使用的消耗道具冷卻時間。能更加便利地使用道具。
46,4294967295,4294967295,180,10,1,[內容]一般等級達230即可使用記憶。
47,4294967295,4294967295,180,10,1,[內容]將未使用的公會武器/飾品/寶石「分解」後，可獲得公會金幣。
48,4294967295,4294967295,180,10,1,[內容]在拍賣場登錄道具時，重複登錄更容易獲得最後登錄資訊的智能拍賣場。
49,4294967295,4294967295,180,10,1,[內容]轉職後達200等級即可使用符文。
50,4294967295,4294967295,180,10,1,[內容]主/副職業之間無法共享傳奇技能。
51,4294967295,4294967295,180,10,1,[內容]請完成吉恩蒂亞地區各都市教官的任務並達成收集稱號。
52,4294967295,4294967295,180,10,1,[內容]請找各大都市的阿思瑪兌換殘像鏡、阿思瑪的紅暈及副本稱號學習書。
53,4294967295,4294967295,180,10,1,[內容]請透過點擊滑鼠右鍵來移動倉庫內道具。
54,4294967295,4294967295,180,10,1,[內容]套用在增幅欄位的符文將發揮更強的效果。
55,4294967295,4294967295,180,10,1,[小幫手] NPC賽蘿可將期間制寵物兌換為永久制。不過，一般永久制轉換工具與活動專用工具的兌換類別不同，請參考。
56,4294967295,4294967295,180,10,1,[小幫手] 可消耗彩虹幣，向「NPC阿思瑪」兌換副本1/10稱號。
57,4294967295,4294967295,180,10,1,[小幫手] 可點擊UI視窗上方的百分比按鍵，確認各內容的機率。
58,4294967295,4294967295,180,10,1,[小幫手] 可向「NPC洛汗」或「NPC法師」購買拉伊提提亞副本重置票券。
59,4294967295,4294967295,180,10,1,[小幫手] 購買皇家戰鬥通行證時，將會額外開啟20等級獎勵。獎勵開啟條件與已達成的等級無關。但等級不可超過戰鬥通行證每季的最高等級上限
60,4294967295,4294967295,180,10,1,[小幫手] 道具被破壞時，將無法協助恢復。
61,4294967295,4294967295,180,10,1,[小幫手] 未超越等級帳號內，若角色等級未達200級，則無法使用個人交易、寄送信件、登錄交易所、金幣商店送禮等功能。
62,4294967295,4294967295,180,10,1,[小幫手] 副職業可在12種副職業中選擇1種進行轉職。
63,4294967295,4294967295,180,10,1,[小幫手] 伺服器內的傳奇任務1、2均親自完成時，可以使用傳奇技能跳過券。
64,4294967295,4294967295,180,10,1,[小幫手] 若使用傳奇技能跳過券，可快速習得傳奇技能。
65,4294967295,4294967295,180,10,1,[小幫手] 若想再次查看劇情，請打開任務視窗，確認NPC對話內容。
66,4294967295,4294967295,180,10,1,[小幫手] 永久購買美妝外型時，僅限購買當時的角色使用。
67,4294967295,4294967295,180,10,1,[小幫手] 在屬性的遊戲設定中，其他角色的FX標示及效果音可開啟/關閉。
68,4294967295,4294967295,180,10,1,[小幫手] 戰鬥通行證每日任務於每日上午4點30分左右重置，每週任務於每週三上午4點左右重置。
69,4294967295,4294967295,180,10,1,[小幫手] 戰鬥通行證在每季期間結束後，無法領取獎勵。請在期間結束前領取所有獎勵。
70,4294967295,4294967295,180,10,1,[小幫手]可經由「貝羅斯」的時間塔、「艾利亞斯」排名佈告欄附近的傳送門進入「GM地圖」。
71,4294967295,4294967295,180,10,1,[小幫手]可使用「PrintScreen」按鍵截圖。將儲存在彩虹島安裝資料夾內的[ScreenShots]資料夾。
72,4294967295,4294967295,180,10,1,[小幫手]可使用「Tab」鍵變變換自己設定的武器。
73,4294967295,4294967295,180,10,1,[小幫手]可使用「鑲嵌妙藥」等消耗道具提升部分道具的鑲崁機率。
74,4294967295,4294967295,180,10,1,[小幫手]可以訓練及召喚召喚獸。
75,4294967295,4294967295,180,10,1,[小幫手]可在「艾利亞斯機場」搭機前往「春植島」。
76,4294967295,4294967295,180,10,1,[小幫手]可在「貝羅斯都市」西部的「彩虹釣魚場」盡情享受「釣魚」的樂趣。
77,4294967295,4294967295,180,10,1,[小幫手]可在技能視窗的「基本動作」確認「釣魚」技能。
78,4294967295,4294967295,180,10,1,[小幫手]可在未知的圖書館獲得寵物覺醒劑材料。
79,4294967295,4294967295,180,10,1,[小幫手]可在艾利亞斯機場搭機前往結婚會場。
80,4294967295,4294967295,180,10,1,[小幫手]可在艾利亞斯都市最右側的「隨機公告欄」兌換各種甜椒。
81,4294967295,4294967295,180,10,1,[小幫手]可透過「艾利亞斯」的NPC「朵莉亞」販賣的「超級瑪琍傳送膠囊」進行「超級瑪琍內容」。
82,4294967295,4294967295,180,10,1,[小幫手]可透過各區域NPC提供的任務、怪物狩獵或道具任務獲得聲望。
83,4294967295,4294967295,180,10,1,[小幫手]可透過公會等級和點數學習公會技能。
84,4294967295,4294967295,180,10,1,[小幫手]可透過聯合公會「獵人管理者艾皮斯」提升獵人的使命聲望。
85,4294967295,4294967295,180,10,1,[小幫手]可透過艾利亞斯都市精品商店NPC科洛安變更性別。
86,4294967295,4294967295,180,10,1,[小幫手]可透過全部接收/完成功能輕鬆進行任務。
87,4294967295,4294967295,180,10,1,[小幫手]可透過組隊配對確認正在募集成員的隊伍。
88,4294967295,4294967295,180,10,1,[小幫手]可透過彩虹島官網的付費服務變更角色或公會名稱。
89,4294967295,4294967295,180,10,1,[小幫手]刻印效果可維持30天且可套用於伺服器內所有角色。
90,4294967295,4294967295,180,10,1,[小幫手]強化道具和鑲嵌道具相關系統UI已合併。
91,4294967295,4294967295,180,10,1,[小幫手]公會大師90天以上未登錄時，可委託公會大師權限。
92,4294967295,4294967295,180,10,1,[小幫手]登出、變更伺服器、移動頻道、進入副本、進入公會房間、進入格鬥場時，物品回購目錄將會重置。
93,4294967295,4294967295,180,10,1,[小幫手]例行維護時為保護角色資訊的安全，請關閉正常連線。
94,4294967295,4294967295,180,10,1,[小幫手]每個角色一天只能進行20個每日任務。
95,4294967295,4294967295,180,10,1,[小幫手]每個角色一天只能進行2個隨機任務。
96,4294967295,4294967295,180,10,1,[小幫手]每隻召喚獸可開始馴養的等級都不相同。
97,4294967295,4294967295,180,10,1,[小幫手]無法同時馴養多隻召喚獸。
98,4294967295,4294967295,180,10,1,[小幫手]物品回購目錄只保留最近售出的10件商品。
99,4294967295,4294967295,180,10,1,[小幫手]拍賣登錄過一定時間後，無法取消拍賣。
100,4294967295,4294967295,180,10,1,[小幫手]部分像是綴飾的道具無論耐久度如何，都具有固定的成功機率。
101,4294967295,4294967295,180,10,1,[小幫手] 消滅怪物後，將根據設定的機率，自動獲得該怪物的圖鑑。
102,4294967295,4294967295,180,10,1,[小幫手]使用頻道移動聊天指令時，可輸入「/c頻道號碼」、「/ch頻道號碼」、「/頻道頻道號碼」來更換頻道。
103,4294967295,4294967295,180,10,1,[小幫手]使用他人帳號可能會遭受損失，請務必使用自己的帳號。
104,4294967295,4294967295,180,10,1,[小幫手]申報不禮貌的行為時一定要附上「LRF檔」(檢舉用截圖)，該檔案可在彩虹島安裝資料夾中的[Reports]確認。
105,4294967295,4294967295,180,10,1,[小幫手]我們會參考玩家們的反饋進行平衡修補，來信詢問時請務必詳細填寫。
106,4294967295,4294967295,180,10,1,[小幫手]若覺得隨機任務目錄很難，請至隨機公告欄購買重置藥水。
107,4294967295,4294967295,180,10,1,[小幫手]若未收到轉職或教學任務，請進行角色選擇或更換頻道。
108,4294967295,4294967295,180,10,1,[小幫手]若要選擇副職業，等級須達140以上，且只能在2轉或3轉職業的狀態下進行。
109,4294967295,4294967295,180,10,1,[小幫手]若種植金幣作物，可在10秒內收穫。
110,4294967295,4294967295,180,10,1,[小幫手]若持有「復活精髓」道具，可擁有50%HP並原地復活。部分地圖中無法使用。
111,4294967295,4294967295,180,10,1,[小幫手]鑲嵌會依據強化耐久度有所變動，請慎重確認後再使用。
112,4294967295,4294967295,180,10,1,[小幫手]如果超級瑪琍太困難的話，請嘗試透過「超級瑪琍闖關箱子」完成。
113,4294967295,4294967295,180,10,1,[小幫手]郵箱數量超過40個時無法使用拍賣場。
114,4294967295,4294967295,180,10,1,[小幫手]已增加重置副本指令。「/dr重置個人副本」。輸入「/pdr重置組隊副本」即可重置副本。
115,4294967295,4294967295,180,10,1,[小幫手]一旦轉職就無法變更，請慎重選擇。
116,4294967295,4294967295,180,10,1,[小幫手]一般等級只到235！超越等級最高可達9999。來挑戰最高等級吧。
117,4294967295,4294967295,180,10,1,[小幫手]一週僅能重置一次每週挑戰。
118,4294967295,4294967295,180,10,1,[小幫手]任務接收條件包括滿足基本等級及完成前面的任務。
