ID,_FxGroup,_Description
99999,TRAP_SPARK.FXG,프롤로그 테스트용
541,bossskill_01.FXG,보스스킬
542,IRIS_ATT.FXG,이리스 스킬
543,IRIS_NOMAL ATT.FXG,프롤로그 이리스 약공격
544,IRIS_HEAVY ATT.FXG,프롤로그 이리스 강공격
545,BOSS_THUNDER_01_01.FXG,보스번개 01
546,BOSS_THUNDER_01_02.FXG,보스번개 02
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
