ID,_WorldID,_Rank,_RewardRank1_Multiply,_Reward_ID1,_Item_Count1,_Item_Rare1,_Reward_ID2,_Item_Count2,_Item_Rare2,_Reward_ID3,_Item_Count3,_Item_Rare3,_Reward_Point
1,1,0,10,0,0,1,0,0,1,0,0,1,0
2,1,1,100,190148754,100,1,190148301,1,1,0,0,1,0
3,1,2,80,190148754,80,1,0,0,1,0,0,1,0
4,1,3,60,190148754,60,1,0,0,1,0,0,1,0
5,1,4,47,190148754,47,1,0,0,1,0,0,1,0
6,1,5,47,190148754,47,1,0,0,1,0,0,1,0
7,1,6,47,190148754,47,1,0,0,1,0,0,1,0
8,1,7,47,190148754,47,1,0,0,1,0,0,1,0
9,1,8,47,190148754,47,1,0,0,1,0,0,1,0
10,1,9,47,190148754,47,1,0,0,1,0,0,1,0
11,1,10,47,190148754,47,1,0,0,1,0,0,1,0
12,1,11,44,190148754,44,1,0,0,1,0,0,1,0
13,1,12,44,190148754,44,1,0,0,1,0,0,1,0
14,1,13,44,190148754,44,1,0,0,1,0,0,1,0
15,1,14,44,190148754,44,1,0,0,1,0,0,1,0
16,1,15,44,190148754,44,1,0,0,1,0,0,1,0
17,1,16,44,190148754,44,1,0,0,1,0,0,1,0
18,1,17,44,190148754,44,1,0,0,1,0,0,1,0
19,1,18,44,190148754,44,1,0,0,1,0,0,1,0
20,1,19,44,190148754,44,1,0,0,1,0,0,1,0
21,1,20,44,190148754,44,1,0,0,1,0,0,1,0
22,1,21,41,190148754,41,1,0,0,1,0,0,1,0
23,1,22,41,190148754,41,1,0,0,1,0,0,1,0
24,1,23,41,190148754,41,1,0,0,1,0,0,1,0
25,1,24,41,190148754,41,1,0,0,1,0,0,1,0
26,1,25,41,190148754,41,1,0,0,1,0,0,1,0
27,1,26,41,190148754,41,1,0,0,1,0,0,1,0
28,1,27,41,190148754,41,1,0,0,1,0,0,1,0
29,1,28,41,190148754,41,1,0,0,1,0,0,1,0
30,1,29,41,190148754,41,1,0,0,1,0,0,1,0
31,1,30,41,190148754,41,1,0,0,1,0,0,1,0
32,1,31,38,190148754,38,1,0,0,1,0,0,1,0
33,1,32,38,190148754,38,1,0,0,1,0,0,1,0
34,1,33,38,190148754,38,1,0,0,1,0,0,1,0
35,1,34,38,190148754,38,1,0,0,1,0,0,1,0
36,1,35,38,190148754,38,1,0,0,1,0,0,1,0
37,1,36,38,190148754,38,1,0,0,1,0,0,1,0
38,1,37,38,190148754,38,1,0,0,1,0,0,1,0
39,1,38,38,190148754,38,1,0,0,1,0,0,1,0
40,1,39,38,190148754,38,1,0,0,1,0,0,1,0
41,1,40,38,190148754,38,1,0,0,1,0,0,1,0
42,1,41,35,190148754,35,1,0,0,1,0,0,1,0
43,1,42,35,190148754,35,1,0,0,1,0,0,1,0
44,1,43,35,190148754,35,1,0,0,1,0,0,1,0
45,1,44,35,190148754,35,1,0,0,1,0,0,1,0
46,1,45,35,190148754,35,1,0,0,1,0,0,1,0
47,1,46,35,190148754,35,1,0,0,1,0,0,1,0
48,1,47,35,190148754,35,1,0,0,1,0,0,1,0
49,1,48,35,190148754,35,1,0,0,1,0,0,1,0
50,1,49,35,190148754,35,1,0,0,1,0,0,1,0
51,1,50,35,190148754,35,1,0,0,1,0,0,1,0
52,1,51,32,190148754,32,1,0,0,1,0,0,1,0
53,1,52,32,190148754,32,1,0,0,1,0,0,1,0
54,1,53,32,190148754,32,1,0,0,1,0,0,1,0
55,1,54,32,190148754,32,1,0,0,1,0,0,1,0
56,1,55,32,190148754,32,1,0,0,1,0,0,1,0
57,1,56,32,190148754,32,1,0,0,1,0,0,1,0
58,1,57,32,190148754,32,1,0,0,1,0,0,1,0
59,1,58,32,190148754,32,1,0,0,1,0,0,1,0
60,1,59,32,190148754,32,1,0,0,1,0,0,1,0
61,1,60,32,190148754,32,1,0,0,1,0,0,1,0
62,1,61,29,190148754,29,1,0,0,1,0,0,1,0
63,1,62,29,190148754,29,1,0,0,1,0,0,1,0
64,1,63,29,190148754,29,1,0,0,1,0,0,1,0
65,1,64,29,190148754,29,1,0,0,1,0,0,1,0
66,1,65,29,190148754,29,1,0,0,1,0,0,1,0
67,1,66,29,190148754,29,1,0,0,1,0,0,1,0
68,1,67,29,190148754,29,1,0,0,1,0,0,1,0
69,1,68,29,190148754,29,1,0,0,1,0,0,1,0
70,1,69,29,190148754,29,1,0,0,1,0,0,1,0
71,1,70,29,190148754,29,1,0,0,1,0,0,1,0
72,1,71,26,190148754,26,1,0,0,1,0,0,1,0
73,1,72,26,190148754,26,1,0,0,1,0,0,1,0
74,1,73,26,190148754,26,1,0,0,1,0,0,1,0
75,1,74,26,190148754,26,1,0,0,1,0,0,1,0
76,1,75,26,190148754,26,1,0,0,1,0,0,1,0
77,1,76,26,190148754,26,1,0,0,1,0,0,1,0
78,1,77,26,190148754,26,1,0,0,1,0,0,1,0
79,1,78,26,190148754,26,1,0,0,1,0,0,1,0
80,1,79,26,190148754,26,1,0,0,1,0,0,1,0
81,1,80,26,190148754,26,1,0,0,1,0,0,1,0
82,1,81,23,190148754,23,1,0,0,1,0,0,1,0
83,1,82,23,190148754,23,1,0,0,1,0,0,1,0
84,1,83,23,190148754,23,1,0,0,1,0,0,1,0
85,1,84,23,190148754,23,1,0,0,1,0,0,1,0
86,1,85,23,190148754,23,1,0,0,1,0,0,1,0
87,1,86,23,190148754,23,1,0,0,1,0,0,1,0
88,1,87,23,190148754,23,1,0,0,1,0,0,1,0
89,1,88,23,190148754,23,1,0,0,1,0,0,1,0
90,1,89,23,190148754,23,1,0,0,1,0,0,1,0
91,1,90,23,190148754,23,1,0,0,1,0,0,1,0
92,1,91,20,190148754,20,1,0,0,1,0,0,1,0
93,1,92,20,190148754,20,1,0,0,1,0,0,1,0
94,1,93,20,190148754,20,1,0,0,1,0,0,1,0
95,1,94,20,190148754,20,1,0,0,1,0,0,1,0
96,1,95,20,190148754,20,1,0,0,1,0,0,1,0
97,1,96,20,190148754,20,1,0,0,1,0,0,1,0
98,1,97,20,190148754,20,1,0,0,1,0,0,1,0
99,1,98,20,190148754,20,1,0,0,1,0,0,1,0
100,1,99,20,190148754,20,1,0,0,1,0,0,1,0
101,1,100,20,190148754,20,1,0,0,1,0,0,1,0
102,2,0,10,0,0,1,0,0,1,0,0,1,0
103,2,1,30,190148754,30,1,170196842,1,1,0,0,1,0
104,2,2,25,190148754,25,1,0,0,1,0,0,1,0
105,2,3,20,190148754,20,1,0,0,1,0,0,1,0
106,2,4,20,190148754,15,1,0,0,1,0,0,1,0
107,2,5,20,190148754,10,1,0,0,1,0,0,1,0
108,2,6,10,190148754,5,1,0,0,1,0,0,1,0
109,2,7,10,190148754,5,1,0,0,1,0,0,1,0
110,2,8,10,190148754,5,1,0,0,1,0,0,1,0
111,2,9,10,190148754,5,1,0,0,1,0,0,1,0
112,2,10,10,190148754,5,1,0,0,1,0,0,1,0
113,2,11,10,190148754,5,1,0,0,1,0,0,1,0
114,2,12,10,190148754,5,1,0,0,1,0,0,1,0
115,2,13,10,190148754,5,1,0,0,1,0,0,1,0
116,2,14,10,190148754,5,1,0,0,1,0,0,1,0
117,2,15,10,190148754,5,1,0,0,1,0,0,1,0
118,2,16,10,190148754,5,1,0,0,1,0,0,1,0
119,2,17,10,190148754,5,1,0,0,1,0,0,1,0
120,2,18,10,190148754,5,1,0,0,1,0,0,1,0
121,2,19,10,190148754,5,1,0,0,1,0,0,1,0
122,2,20,10,190148754,5,1,0,0,1,0,0,1,0
123,2,21,10,190148754,5,1,0,0,1,0,0,1,0
124,2,22,10,190148754,5,1,0,0,1,0,0,1,0
